"Date","Price","Open","High","Low","Vol.","Change %"
"04/02/2014","1.120","1.140","1.150","1.120","31.95M","-0.88%"
"04/01/2014","1.130","1.130","1.140","1.110","22.87M","1.80%"
"03/31/2014","1.110","1.110","1.140","1.110","63.62M","0.91%"
"03/30/2014","1.100","1.090","1.100","1.090","21.95M","0.92%"
"03/27/2014","1.090","1.110","1.110","1.090","11.08M","-1.80%"
"03/26/2014","1.110","1.110","1.120","1.090","23.48M","1.83%"
"03/25/2014","1.090","1.100","1.110","1.090","32.04M","0.00%"
"03/24/2014","1.090","1.090","1.130","1.080","50.22M","0.93%"
"03/23/2014","1.080","1.100","1.110","1.070","24.96M","-0.92%"
"03/20/2014","1.090","1.100","1.110","1.080","32.18M","-4.39%"
"03/19/2014","1.140","1.170","1.170","1.120","29.23M","-1.72%"
"03/18/2014","1.160","1.160","1.160","1.140","31.08M","0.87%"
"03/17/2014","1.150","1.130","1.160","1.120","30.22M","0.88%"
"03/16/2014","1.140","1.140","1.150","1.120","21.47M","0.88%"
"03/13/2014","1.130","1.100","1.130","1.060","20.12M","1.80%"
"03/12/2014","1.110","1.140","1.140","1.100","22.39M","-2.63%"
"03/11/2014","1.140","1.150","1.160","1.140","6.29M","-0.87%"
"03/10/2014","1.150","1.160","1.160","1.140","8.25M","-0.86%"
"03/09/2014","1.160","1.180","1.180","1.140","16.25M","-0.85%"
"03/06/2014","1.170","1.160","1.180","1.160","16.33M","1.74%"
"03/05/2014","1.150","1.200","1.210","1.150","47.91M","-2.54%"
"03/04/2014","1.180","1.180","1.210","1.170","23.82M","-0.84%"
"03/03/2014","1.190","1.200","1.210","1.150","42.34M","-0.83%"
"03/02/2014","1.200","1.230","1.250","1.190","104.89M","-1.64%"
"02/27/2014","1.220","1.200","1.230","1.170","64.46M","2.52%"
"02/26/2014","1.190","1.180","1.210","1.180","72.63M","2.59%"
"02/25/2014","1.160","1.150","1.170","1.120","55.13M","3.57%"
"02/24/2014","1.120","1.120","1.140","1.090","19.99M","0.00%"
"02/23/2014","1.120","1.160","1.160","1.120","16.25M","-2.61%"
"02/20/2014","1.150","1.150","1.170","1.140","21.29M","0.00%"
"02/19/2014","1.150","1.170","1.180","1.150","18.51M","-2.54%"
"02/18/2014","1.180","1.200","1.200","1.150","23.94M","-0.84%"
"02/17/2014","1.190","1.190","1.200","1.180","21.62M","0.00%"
"02/16/2014","1.190","1.200","1.210","1.180","38.15M","0.85%"
"02/13/2014","1.180","1.180","1.180","1.160","10.16M","1.72%"
"02/12/2014","1.160","1.200","1.200","1.160","29.91M","-3.33%"
"02/11/2014","1.200","1.210","1.220","1.160","45.52M","0.00%"
"02/10/2014","1.200","1.220","1.230","1.190","43.99M","-1.64%"
"02/09/2014","1.220","1.260","1.270","1.220","79.03M","-2.40%"
"02/06/2014","1.250","1.250","1.270","1.240","22.28M","1.63%"
"02/05/2014","1.230","1.180","1.260","1.180","106.77M","6.03%"
"02/04/2014","1.160","1.130","1.160","1.110","30.90M","1.75%"
"02/03/2014","1.140","1.170","1.170","1.120","13.84M","-1.72%"
"02/02/2014","1.160","1.180","1.200","1.160","19.27M","0.00%"
"01/30/2014","1.160","1.170","1.190","1.160","19.83M","-1.69%"
"01/29/2014","1.180","1.200","1.220","1.180","41.11M","0.00%"
"01/28/2014","1.180","1.160","1.190","1.140","42.63M","2.61%"
"01/27/2014","1.150","1.200","1.220","1.130","43.49M","-4.17%"
"01/26/2014","1.200","1.200","1.220","1.180","39.57M","-4.00%"
"01/23/2014","1.250","1.220","1.270","1.220","90.90M","2.46%"
"01/22/2014","1.220","1.240","1.270","1.190","62.70M","-1.61%"
"01/21/2014","1.240","1.280","1.300","1.230","280.30M","-0.80%"
"01/20/2014","1.250","1.220","1.250","1.180","147.31M","5.93%"
"01/19/2014","1.180","1.190","1.230","1.160","125.63M","0.85%"
"01/16/2014","1.170","1.180","1.200","1.170","57.65M","-0.85%"
"01/15/2014","1.180","1.240","1.250","1.180","71.80M","-2.48%"
"01/14/2014","1.210","1.170","1.260","1.150","197.14M","1.68%"
"01/13/2014","1.190","1.090","1.210","1.080","184.45M","12.26%"
"01/09/2014","1.060","0.990","1.060","0.990","213.18M","7.07%"
"01/08/2014","0.990","0.960","1.000","0.950","48.45M","4.21%"
"01/07/2014","0.950","0.970","0.970","0.950","10.86M","-2.06%"
"01/06/2014","0.970","0.980","0.990","0.960","20.47M","-1.02%"
"01/05/2014","0.980","0.950","0.990","0.950","29.67M","2.08%"
"01/02/2014","0.960","0.990","0.990","0.950","30.14M","-2.04%"
"12/31/2013","0.980","1.000","1.010","0.980","25.70M","-1.01%"
"12/30/2013","0.990","0.970","1.010","0.970","102.33M","3.13%"
"12/29/2013","0.960","0.940","0.970","0.930","29.93M","1.05%"
"12/26/2013","0.950","0.990","1.000","0.930","71.12M","-2.06%"
"12/25/2013","0.970","0.920","1.010","0.910","251.01M","6.59%"
"12/24/2013","0.910","0.870","0.910","0.870","124.27M","4.60%"
"12/23/2013","0.870","0.850","0.890","0.830","76.66M","3.57%"
"12/22/2013","0.840","0.830","0.870","0.810","122.26M","1.20%"
"12/19/2013","0.830","0.740","0.830","0.740","200.30M","13.70%"
"12/18/2013","0.730","0.730","0.740","0.720","19.29M","1.39%"
"12/17/2013","0.720","0.730","0.730","0.720","4.52M","0.00%"
"12/16/2013","0.720","0.730","0.730","0.720","5.87M","-1.37%"
"12/15/2013","0.730","0.730","0.740","0.720","23.33M","1.39%"
"12/12/2013","0.720","0.730","0.730","0.720","19.99M","-1.37%"
"12/11/2013","0.730","0.740","0.740","0.720","16.08M","-1.35%"
"12/10/2013","0.740","0.750","0.750","0.730","14.20M","-1.33%"
"12/09/2013","0.750","0.750","0.750","0.740","13.74M","0.00%"
"12/08/2013","0.750","0.740","0.760","0.730","64.49M","1.35%"
